timestamp,sensor1_temp,sensor2_temp,sensor3_temp
230,307.7846565,307.9812025,306.5000013
231,348.7028259,344.1411983,351.940811
232,275.6592733,273.3467775,278.4745458
233,294.2259712,295.9402385,290.1538062
234,273.1294235,282.2217453,270.2863844
235,198.8107469,196.3906488,203.6117643
236,330.6130288,334.636966,345.1097313
237,220.1930906,218.5528084,229.8476393
238,156.0789916,156.6313354,150
239,311.368074,318.9450577,302.3634201
240,194.2776699,198.0991328,189.9926191
241,385.1146461,378.9081497,385.9060168
242,388.4821443,385.6197691,388.8681943
243,378.7160976,384.9972043,388.6383398
244,242.5396751,243.2490653,252.9005815
245,153.8641541,150,153.9094788
246,382.0796406,377.9848784,380.258068
247,257.0460371,260.5635047,261.1800085
248,391.6637048,396.6357562,400.1693153
249,390.9049943,390.9942708,395.3244888
250,363.2523639,375.6289329,359.7999974
251,223.612223,227.7329848,218.7141921
252,246.2744322,245.0570268,237.3896024
253,362.7841679,358.7056376,364.3320627
254,229.2305013,224.3560798,234.2154621
255,192.3731867,194.0502933,198.2519482
256,289.2003156,286.7564304,298.4143986
257,384.0386935,392.4074123,395.8811703
258,324.0074492,331.3390082,313.007724
259,292.5152925,295.6806253,295.753392
260,174.2941234,168.3991426,177.8081994
261,303.7518067,300.3907123,303.1602354
262,397.5134625,403.7918502,390.886706
263,185.0210038,182.2056728,196.5780425
264,279.5824131,285.1931218,274.873609
265,369.343268,371.7162876,351.8027171
266,335.1921544,335.4507439,335.3527327
267,324.2539352,320.7397712,322.3510259
268,325.621021,325.1498018,340.4825992
269,239.8727878,240.8210276,243.7903394
270,223.3979611,228.5606556,220.9558591
271,352.3402889,347.9116109,350.7654481
272,352.5283487,351.2142645,350.8611206
273,366.7680796,366.9921953,384.5051466
274,378.3101381,381.6235299,383.7140091
275,277.8355997,273.293278,266.5783183
276,275.3790737,268.7962247,273.4235541
277,349.5737947,352.9436205,349.3847352
278,312.4909827,304.9012371,303.6304371
279,325.4917193,331.9166179,311.2280757
280,348.9481674,348.1685369,353.7126744
281,372.5013355,364.76368,366.0642715
282,234.4987892,232.0966881,244.4889622
283,243.8957382,245.7913563,243.9612936
284,173.495485,170.8319795,169.7013344
285,294.5700352,294.670184,275.236166
286,158.9855684,162.6859603,168.7641112
287,266.3995045,265.3885529,268.7477192
288,285.6611587,280.9758703,282.0756009
289,221.635313,220.140393,214.5129819
290,297.7083151,304.7825158,310.5010448
291,157.6250625,166.0503842,150
292,159.3370472,150,156.3878675
293,355.6501402,361.1052797,360.208101
294,240.0476604,241.2983989,251.6537935
295,181.7651282,186.3850416,180.0345705
296,280.560815,277.8083737,274.6822792
297,342.4983883,333.6570707,341.6444746
298,203.9552569,206.8777008,211.1910222
299,305.722619,301.0177326,314.757778
300,171.3368662,164.3954041,160.3355931
301,162.9204303,156.3284234,163.8399513
302,282.8386579,285.8432268,271.3645346
303,285.1587804,285.8560427,292.2325178
304,309.3574754,313.2698055,312.7365466
305,331.5228334,334.8682097,324.1533484
306,393.9630199,391.858352,406.2361844
307,279.0750871,278.7227192,281.7551949
308,230.7391182,228.1819306,232.5406581
309,348.7965487,347.7449098,347.3636568
310,217.7080628,212.8717891,217.6437593
311,259.7428552,261.6952766,256.6909952
312,169.6140953,174.9896991,163.6844274
313,156.3376859,152.2546207,166.1707306
314,390.6621037,397.0684519,386.720163
315,358.9950301,359.5626376,354.7837658
316,323.9935515,325.1989464,322.9591988
317,252.2382361,243.7410885,263.634352
318,193.32358,184.2872685,202.3729072
319,189.1092607,189.8298425,185.9504737
320,212.5607245,216.5093852,222.3750079
321,287.3066662,283.949764,288.1716275
322,328.6489807,336.9994502,321.9015785
323,315.0493442,318.7240241,311.2403094
324,219.9834742,215.441768,230.9695052
325,388.7163202,388.8705635,405.3790823
326,334.4742292,346.8588748,337.0327632
327,288.5885131,282.3756931,284.0562158
328,302.9301866,305.5715363,301.9308468
329,254.9000156,253.2862928,248.8004622
330,211.9327474,215.4672288,206.9986403
331,238.9931697,245.3295379,233.2727873
332,339.4615276,337.5303422,338.8267776
333,153.5983722,159.1929335,154.5638204
334,179.0181601,190.1241771,177.832871
335,161.5006605,161.8320342,159.730077
336,160.1822006,164.106644,166.2661336
337,363.865146,360.9129422,362.0314746
338,325.9144648,326.0107614,324.5943384
339,268.5434573,267.6600818,267.1309751
340,174.4585402,178.4432198,186.804842
341,272.9039688,278.9273485,268.9742518
342,268.3679427,267.8196684,273.1383116
343,193.3004675,200.9685817,187.3134459
344,258.4629123,266.1131495,261.262471
345,249.6261836,253.8604523,253.9960491
346,303.9625245,301.3823919,312.6365988
347,308.7734127,305.7142686,305.6992674
348,161.3260024,157.2640957,152.4143019
349,243.6531537,248.398984,237.3812711
350,306.4649789,300.4061379,314.1813115
351,275.7840646,279.1682529,292.4380775
352,364.1224603,358.7169136,370.7980876
353,314.6734079,318.7911385,304.5762925
354,190.7336068,190.8197047,197.1388298
355,167.6421869,174.3103797,160.0918581
356,310.6048196,316.3120924,307.8116786
357,156.6278276,163.8031547,158.1256763
358,296.4438953,303.7479889,299.2868462
359,385.0575604,385.7757145,385.5810971
360,293.8685445,288.0745791,289.0596473
361,247.0424816,241.7798663,255.5221477
362,310.8220546,300.387812,306.6015234
363,264.5632226,259.1448935,274.5993246
364,286.4041973,286.7483156,275.5291582
365,385.3662022,382.5679313,387.0904449
366,246.5256595,245.6249814,236.7164517
367,390.297641,392.7612181,383.6249799
368,376.3376605,374.8173342,372.2335628
369,198.9477837,193.3386397,211.1126273
370,167.3403252,167.0741569,177.8045225
371,175.1945003,170.7020479,182.1884904
372,154.5554564,153.2015239,154.8217424
373,173.6107402,180.324625,175.1152118
374,320.7516934,319.3991668,330.8835266
375,167.7971621,176.6519499,173.4076044
376,229.7439076,236.9020875,229.887975
377,361.2188277,358.3223012,373.1122004
378,155.8179839,150.2623651,162.3342202
379,353.6171206,353.3543498,355.5564796
380,220.4636937,226.2303325,216.7918795
381,179.5412069,177.0902524,175.1472689
382,324.1842913,328.7247428,321.4948885
383,307.2357117,313.2779116,310.8916388
384,369.3680034,365.4978751,376.0542659
385,333.767761,330.3875055,322.2134262
386,350.8702326,354.4335428,335.2974432
387,220.5086431,221.2678809,212.8967247
388,194.3598859,190.9295783,191.098473
389,337.6536879,335.8927857,347.2212655
390,351.7086848,351.3560871,349.4653395
391,397.6262855,389.8020134,399.6644723
392,253.1544192,256.9826348,256.4976553
393,243.0045214,240.6110605,234.8159546
394,344.1032402,330.1846591,355.7823508
395,235.2008851,235.0815302,229.882438
396,382.6893314,378.9814751,395.167663
397,364.603188,373.0472989,363.5937799
398,257.2485068,254.3212817,254.5484805
399,337.7177669,332.2295501,328.8314535
400,338.6357185,341.1753819,340.2140009
401,175.7809672,172.4787304,193.8160264
402,375.6382267,371.7409457,378.946933
403,276.3130931,278.8606,278.4765881
404,356.6143665,351.41203,351.2815375
405,230.0124003,222.726032,234.7482702
406,373.8808071,382.5107971,375.1417496
407,247.3004197,250.1979134,246.7977439
408,152.7094129,151.3883664,156.6677711
409,376.3454941,376.3281081,361.8187263
410,172.8216692,175.350991,172.0174733
411,229.8284094,234.6950966,220.2521866
412,387.5154918,383.7356153,387.7466797
413,387.6517867,389.4825194,381.8581917
414,293.359472,290.8259511,288.1127532
415,307.959303,307.0143968,297.2917728
416,262.1113805,262.9148448,271.0367003
417,223.3026929,223.2693001,217.8807209
418,232.1661363,235.8439708,227.1722274
419,318.129614,320.5650468,330.3745346
420,338.0936324,330.5527863,342.6372918
421,347.8947609,341.1056449,331.617647
422,347.4045357,345.5559523,358.4874171
423,172.8015258,181.9446521,185.9846509
424,273.6050762,269.347117,286.0400849
425,164.38969,163.3485765,169.7352039
426,287.3822206,284.7004904,278.5685425
427,260.3826253,257.6124034,259.9888213
428,371.9260457,372.8172444,360.3384833
429,237.7287531,244.7326395,230.8006247
430,179.2667541,181.5465961,170.3796603
431,185.7479205,181.7302657,180.7316769
432,340.3776579,354.1438055,341.6892891
433,304.5545158,304.9473819,300.9952202
434,175.280669,172.3945642,171.377775
435,171.0267015,178.0871834,168.699546
436,325.2422829,322.8969298,337.2380643
437,168.1907516,176.5053199,185.5007956
438,355.4650148,351.1118009,351.8594454
439,326.5605568,333.7107087,329.2491504
440,170.3371952,171.3424335,163.6069715
441,171.2094285,177.6646897,177.350639
442,396.6598946,406.1687232,392.8482941
443,243.5676989,237.9046625,237.87886
444,242.6605368,249.0393959,258.6732349
445,353.1998918,346.1553723,342.3513379
446,386.8121443,381.5762226,367.1895255
447,396.500266,392.4832187,402.3789079
448,338.3445463,340.8627295,335.403519
449,244.0648964,244.2299758,238.8969237
450,170.8751792,170.0394988,192.7284512
451,344.286729,345.0179054,350.1285416
452,289.6010624,292.5575104,289.1329497
453,256.0555023,259.3967429,250.3920492
454,376.5885963,382.0594305,380.1548991
455,177.7993706,186.8995446,163.9365495
456,273.1562761,273.0494642,269.0274646
457,152.8384112,150.2329664,152.5416194
458,267.1651605,270.2328411,268.8730952
459,164.0758189,158.3545448,162.9363682
460,179.7044791,176.3109584,174.1587891
461,179.3815617,184.3784664,186.7468589
462,312.3025755,311.6819337,299.089347
463,336.5112198,330.4702575,334.2878288
464,295.8421913,288.3931759,291.6987468
465,390.5431371,390.7867205,398.6378819
466,243.7176449,249.4271276,240.0465801
467,221.4280216,227.0707505,224.92933
468,367.149782,367.7041846,369.8141564
469,205.8989596,215.9435067,191.2180129
470,390.8056349,390.281533,390.2804558
471,153.0386187,152.3457806,150
472,392.4697067,379.6325271,395.2799884
473,160.789978,158.5531632,154.9474057
474,372.7857784,377.0458536,382.279135
475,281.9252773,289.745084,280.4791325
476,398.241199,394.0900259,392.0807486
477,168.4491412,170.7604028,178.0480121
478,288.4635711,293.6979663,281.4884498
479,392.3256339,392.3816747,399.4831944
480,280.774461,269.3580588,284.5146904
481,307.3496595,308.5861095,304.4262066
482,323.9371722,327.7443254,313.2493498
483,263.6352662,258.8981517,273.5685665
484,306.88952,305.6187474,310.8932325
485,296.078578,290.3010978,289.9029938
486,375.2895026,362.4387649,377.2463481
487,161.3615951,166.4966171,169.4108903
488,220.2407974,220.2220547,221.1369478
489,387.602871,395.591246,389.5100617
490,372.565946,376.8525569,380.8219759
491,263.9141882,262.1431394,276.2122904
492,305.0331495,304.6172461,304.0763561
493,219.3452957,222.1761827,208.6457528
494,197.0302899,201.864707,186.6096794
495,265.9246012,267.5379544,260.3966587
496,238.338057,243.8660227,230.8589248
497,295.914028,294.4306843,282.4542768
498,169.4336592,164.4479415,184.2162593
499,393.5987019,393.2746556,397.823496
500,396.5526861,397.5786106,392.3623053
501,324.5404285,318.5327515,324.2802938
502,284.0240916,277.3404812,269.7328989
503,227.3819041,229.6188356,236.6404793
504,353.4487549,351.4169707,337.8518718
505,321.1827931,320.3535886,325.2630154
506,190.6542348,188.8557715,175.9468576
507,377.7317961,385.3348006,374.4197314
508,355.6343107,361.9431165,365.5758217
509,387.4499783,381.2632099,374.3783616
510,331.4298771,328.765911,330.2402059
511,303.353799,307.6038203,308.3759644
512,254.5607591,257.5704403,258.2741151
513,383.1821208,382.974831,383.7436088
514,366.5159724,360.8279714,370.4820805
515,161.3046675,157.8919673,156.4180759
516,156.5917436,154.0079058,172.0541105
517,244.1158417,245.5008134,231.2308989
518,352.6383327,361.1569685,361.9348987
519,396.8190323,393.3846312,398.3349886
520,187.6042228,182.4740465,192.5410966
521,298.5326788,297.9897465,304.889047
522,245.2227142,250.3814091,249.667743
523,392.4785995,385.2441846,385.9904254
524,360.5297308,367.7979015,358.2395733
525,359.5821762,358.7220194,347.9694588
526,267.1732899,263.5016899,264.7853241
527,253.7048756,245.7039292,256.2850275
528,218.351768,221.8843718,223.2087942
529,164.0938742,163.2380182,167.2253489
530,366.1805941,367.0341215,352.1398761
531,353.2252523,348.7211936,348.7278608
532,399.9294183,398.3339382,394.6314224
533,399.1592093,396.726303,388.6778658
534,288.8579264,288.3549609,282.1704592
535,342.2468538,338.8990922,342.2570872
536,386.1914325,378.5205277,397.5017406
537,362.4118477,376.0543464,354.787333
538,211.8370254,205.0200042,202.80611
539,262.6360338,263.5433289,257.8402543
540,182.2898538,173.4297146,184.9895849
541,388.5127568,378.5275196,398.3024199
542,301.5436586,302.0327911,300.8515874
543,207.1607014,208.0325393,195.5936714
544,317.9251711,324.2326661,308.0605085
545,304.5320601,306.5297943,306.0383112
546,239.5406795,238.7916259,247.5027147
547,178.389398,173.6413968,192.9153334
548,317.8932989,325.3883592,308.4340922
549,280.0769252,284.7211815,281.1951203
550,343.0795979,336.8479505,334.8408376
551,280.0408753,280.2306939,272.8518619
552,363.0453751,363.7656362,355.1788812
553,287.9767097,286.2484414,285.3026204
554,290.2344929,294.0937453,283.1762602
555,369.1634007,373.3220664,388.9941691
556,250.8707166,249.9182881,247.1933103
557,183.5038071,182.0994609,191.406032
558,157.1956691,164.6904614,151.9194477
559,338.7843139,343.4485084,356.6502382
560,305.0773878,305.4391898,307.7899077
561,326.019942,317.8738968,332.7153959
562,203.2410404,204.9610409,198.5124203
563,184.0928689,187.5832862,191.9043937
564,153.6361664,150,156.3152786
565,237.6468897,238.9062369,234.6150693
566,297.4794217,295.3959618,288.8402902
567,248.0610113,246.9567399,246.1606632
568,259.3687305,254.8318257,256.7835827
569,376.0396736,375.2987272,382.9918998
570,237.0638668,244.0238246,235.2058758
571,278.4973723,276.2653798,263.1250227
572,345.9132532,350.741121,351.0826936
573,249.1356956,245.1040395,259.4810282
574,305.5216751,309.315456,292.1931352
575,365.5909272,365.5992065,380.0287721
576,387.3801559,389.1402801,398.5533703
577,186.7683702,186.8041365,181.7213249
578,381.6469063,384.8550325,372.7096294
579,273.0290733,260.1911477,281.4528929
580,214.5610971,207.4619705,203.6039036
581,264.7839391,266.8693415,259.4372144
582,395.0081438,384.7904521,384.4871059
583,273.1545235,270.5016217,273.201786
584,232.1879026,231.9161984,243.9093837
585,308.3502136,304.2095129,311.3495483
586,210.0364047,206.5785977,218.1810007
587,168.965832,170.323743,166.1514122
588,182.2199305,187.2664053,182.9983531
589,182.0114597,177.2192128,172.1999576
590,187.9756734,185.1003824,187.2005859
591,184.7067932,181.0504883,178.7390323
592,310.2186862,298.1117874,308.9365238
593,195.4700211,196.1785801,193.6379245
594,236.4168208,241.0904096,233.9013018
595,374.1971025,379.2803185,391.0575585
596,268.4904101,264.1365782,282.6307673
597,316.8894346,310.6309444,328.2185737
598,193.0799678,193.1879955,207.4404395
599,198.0722547,202.2186231,209.4266759
600,160.2171541,160.9914063,160.0381354
601,192.2337658,193.6802889,191.2344889
602,219.6475848,225.3567394,221.5307868
603,194.2526211,190.5569383,192.5671417
604,172.1756334,171.075783,163.8552704
605,180.1589678,188.3319953,182.5318098
606,265.194692,264.2106364,252.6657233
607,201.5834296,195.2467448,202.6845627
608,241.0674653,237.7206848,233.1092822
609,275.8543177,271.1634185,275.2060068
610,322.5987072,324.3845201,324.1283347
611,159.828035,155.3482999,157.0052072
612,349.8525997,351.207771,336.7285128
613,306.9750974,303.2947713,297.4709467
614,170.439758,159.8228653,174.105707
615,368.394656,369.927755,363.9351185
616,380.2181001,380.9604185,384.7048982
617,165.26949,167.858279,165.3471003
618,219.219412,215.8544759,217.6367569
619,351.5503199,347.6525976,354.3314687
620,337.0649226,339.0722569,331.665746
621,196.1302548,203.7253527,199.3334142
622,202.3373308,202.3931709,198.9812742
623,242.6180257,244.7409512,262.9083102
624,271.1307463,269.5228079,262.0592614
625,304.5636929,296.8455403,301.7057038
626,242.2284099,247.065557,239.6931539
627,265.633679,270.1757502,254.8187545
628,336.8677345,340.4216047,342.6742352
629,159.1708007,158.2610735,155.7410081
630,213.1092361,216.0945166,194.0710103
631,328.3373965,332.8062055,333.898425
632,373.8017094,381.9025028,368.7123592
633,277.9193605,282.8619911,277.0801491
634,283.0283713,283.3474774,288.442952
635,176.7930028,170.2517366,173.8753502
636,261.8530917,262.6313832,258.8699186
637,283.1543166,284.4372036,302.8719325
638,210.6176259,214.1627748,193.3876599
639,217.3108077,224.080267,207.0230838
640,244.3210408,243.8452882,235.5845533
641,155.0177994,165.5227354,169.3299814
642,230.5197914,221.7233563,225.3628849
643,202.8620017,204.9587111,204.7836727
644,231.874338,227.8817361,228.0817124
645,179.940533,170.404423,184.7661357
646,372.6318202,371.6229483,372.5301118
647,298.3981134,291.1122499,300.422907
648,319.7755798,318.9684403,330.0735508
649,347.2928097,347.4666559,350.8149668
650,274.6105497,280.2032568,268.7300107
651,171.730072,164.1921463,174.2266084
652,284.2766355,288.8188613,303.6258574
653,296.7102795,297.2006818,301.2300433
654,336.3598685,341.5041143,337.5751458
655,257.9148866,255.7561307,246.9504629
656,181.8950757,175.2338528,187.6904239
657,220.9439764,214.8564798,227.9217915
658,240.7705741,234.3115368,243.2723593
659,311.4793103,313.8683811,312.3920633
660,292.6945762,300.0791863,315.3548936
661,239.0241815,236.1994238,245.8676035
662,396.6288122,399.7744887,406.5490383
663,301.4437048,293.8264945,301.9787621
664,209.3066979,210.2083042,208.2539426
665,175.4456182,178.7884312,180.5024108
666,188.2147848,180.9741609,187.1544419
667,211.4894321,210.4700148,211.0859602
668,190.1703433,193.749929,193.8759888
669,196.641756,181.9729028,192.5392772
670,221.2737922,227.9510575,223.0370659
671,193.3433988,195.1117957,193.984072
672,374.1913562,377.7749944,381.9275613
673,170.0584364,167.99484,165.1679217
674,281.1278474,272.514235,265.1283922
675,252.5992067,255.2695215,250.1141274
676,395.5946542,395.1817026,398.7729424
677,178.0097255,178.1703028,185.7225852
678,249.4638998,254.9019347,243.9211557
679,392.3676083,396.1779277,396.7044072
680,366.3767815,375.9829686,375.4580164
681,354.2680177,355.0372889,360.278023
682,214.4757068,211.0196446,208.1506259
683,192.7218968,191.7798126,187.2560858
684,317.160805,319.2391218,320.6408326
685,382.3439973,387.4232799,395.3467198
686,289.1907233,281.8555535,289.3040445
687,292.9031724,292.9458604,291.5805506
688,219.9947734,228.0424817,209.0378337
689,342.3732333,341.1721889,339.4589383
690,196.7609371,201.4159964,191.0390319
691,230.9198091,233.3853967,231.1374041
692,256.3591097,261.1384127,244.2565177
693,276.9025947,272.853792,274.273871
694,210.6024331,206.5754248,202.5309583
695,178.7092062,178.8105656,186.2310406
696,302.6550106,294.9939017,295.7816317
697,222.1576383,220.8089353,217.5788444
698,295.3095554,296.5739386,297.5665676
699,188.5906788,197.5138569,184.9609542
700,270.2850255,272.2986164,289.1606464
701,283.1473581,286.2735005,290.5914794
702,162.9558842,168.7782634,163.0935368
703,234.1510695,229.3277816,237.0958806
704,183.6036692,182.7782559,164.7602837
705,165.8437426,177.9708056,175.697544
706,397.4900581,397.094447,401.5852315
707,230.5884612,236.170615,230.0031987
708,352.4686115,357.2873008,356.9954089
709,213.6601637,206.2695951,219.1629576
